County,CountyDrinking,Population,Excessive,BirthDefectCases,Lower CI (%) (with nulls),BDPrevalence,Upper CI (%) (with nulls),Data Suppression (with nulls) (infants),Texas big cities,Texas small cities,Birth Defect,Color nulls supressed data (CI dash),Color nulls supressed data (infants),,,,,,Drinking Error Margin,DrinkingZ,Geometry (generated),Latitude (generated),Longitude (generated),GDPcap,FIPS,FIPS State,OverdoseRate,Standard Deviation,Lower Confidence Limit,Upper Confidence Limit,Urban/Rural Category,Census Division,Area,PopDensity,Age,BelowPoverty,SmokingRate,Chlamydia,TeenBirth,AirPollution,PhysEnvi,HousingProblem,Obesity,Diabetes,HigherBD,AfricanA,White
Matagorda,0.17,"9,725",1653.25,274,4.56%,0.0518,5.79%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-18%,-0.44,"POLYGON((-95.6727 28.7495,-95.784 28.6794,-95.9149 28.6388,-95.6776 28.7494,-95.7853 28.7471,-95.9236 28.7015,-95.9608 28.6152,-96.3355 28.4381,-96.1463 28.5427,-95.9906 28.6016,-96.0388 28.6528,-96.1524 28.6135,-96.2354 28.6427,-96.2078 28.6981,-96.3229 28.6419,-96.3235 28.6756,-96.3092 28.9633,-95.9652 29.1469,-95.874 29.2297,-95.8447 29.2047,-95.8462 29.1078,-95.7677 29.0532,-95.7853 29.0396,-95.7653 28.9674,-95.676 28.9645,-95.6459 28.9387,-95.6414 28.9036,-95.5907 28.8698,-95.5675 28.8299,-95.5072 28.8254,-95.6537 28.7499,-95.6727 28.7495))",28.8246,-95.9122,61181.00,48315,48,19.16737,3.13992,13.98912,26.26615,Noncore,7,"1,093",34,50.8,31.8,17,413.4,44,9.9,146.00,14,32,14,0.05790,21.0,71.1
Maverick,0.15,"5,237",785.55,534,4.57%,0.05,5.42%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,14-16%,-1.53,"POLYGON((-100.6488 28.941,-100.6459 28.9864,-100.6675 29.0843,-100.1114 29.0863,-100.1143 28.6481,-100.1137 28.1978,-100.2122 28.1968,-100.2236 28.2352,-100.2578 28.2403,-100.2935 28.2785,-100.2886 28.317,-100.3493 28.4014,-100.3362 28.4302,-100.3682 28.4789,-100.3347 28.5003,-100.387 28.514,-100.4104 28.5543,-100.3985 28.5852,-100.4476 28.6101,-100.4457 28.6406,-100.5004 28.662,-100.5076 28.7406,-100.5336 28.7611,-100.5466 28.8249,-100.5705 28.8263,-100.5915 28.8893,-100.6488 28.941))",28.6426,-100.2812,61576.00,48317,48,13.2503,2.92155,8.72575,20.12309,Micropolitan,7,"1,279",45,33.5,37.6,15,212.7,60,7.5,131.00,16,30,9,0.05420,1.7,49.6
McCulloch,0.16,"3,953",632.48,43,3.76%,0.052,7.00%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,15-17%,-1.05,"POLYGON((-99.4848 30.9406,-99.6036 30.9407,-99.6032 31.0873,-99.6018 31.4922,-99.5369 31.4836,-99.513 31.4247,-99.4383 31.4452,-99.4494 31.4701,-99.3152 31.4099,-99.2403 31.4826,-99.2028 31.4671,-99.0906 31.4608,-99.0923 30.941,-99.4848 30.9406))",31.217,-99.3467,61595.00,48319,48,8.69663,2.33107,5.2714,14.34373,Noncore,7,"1,066",7,51.6,24.3,13,,23,7.8,83.00,15,28,13,0.07000,0.6,72.7
McLennan,0.18,"36,255",6525.9,"2,558",7.19%,0.0748,7.77%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-19%,0.09,"POLYGON((-97.6052 31.5878,-97.2772 31.7455,-97.0373 31.8631,-96.9322 31.7089,-96.8011 31.5223,-97.2781 31.2798,-97.3434 31.2442,-97.4186 31.3202,-97.6052 31.5878))",31.5514,-97.2004,61904.00,48321,48,11.10896,1.35976,8.76207,14.08531,Micropolitan,7,"1,037",264,38.1,27.1,17,304.6,56,9.8,192.00,16,31,12,0.07770,10.3,43.8
McMullen,0.17,"57,887",9840.79,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,17-18%,NA,"POLYGON((-98.8033 28.0575,-98.8008 28.6473,-98.3355 28.6483,-98.335 28.6127,-98.3343 28.0578,-98.8033 28.0575))",28.3555,-98.5677,61988.00,48323,48,5.50136,0.75117,4.2245,7.16399,Micropolitan,7,"1,140",0.5,30.5,34.8,17,537.2,68,8.2,95.00,25,30,10,,0.3,2.8
Medina,0.18,"50,748",9134.64,397,6.20%,0.0688,7.56%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.34,"POLYGON((-98.8049 29.0904,-99.4139 29.0913,-99.4118 29.6275,-98.9838 29.6235,-98.9852 29.5641,-98.9272 29.5623,-98.8066 29.6907,-98.8047 29.2507,-98.8049 29.0904))",29.4024,-99.1087,62073.00,48325,48,6.53512,0.91352,4.98791,8.56243,Noncore,7,"1,325",43,40,18.5,14,200.3,34,9.4,180.00,14,32,12,0.07560,2.4,43.8
Menard,0.15,"1,962",294.3,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,15-16%,-1.39,"POLYGON((-99.4839 30.7108,-100.1162 30.7104,-100.1152 31.088,-99.6032 31.0873,-99.6036 30.9407,-99.4848 30.9406,-99.4839 30.7108))",30.9164,-99.8004,62085.00,48327,48,10.89534,3.17594,6.35094,18.69537,Noncore,7,902,2,52.7,23.4,13,,34,7.4,12.00,11,29,13,,1.3,61.6
Midland,0.21,"169,983",35696.43,"2,097",7.05%,0.0736,7.68%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,21-22%,1.92,"POLYGON((-101.7758 31.6513,-102.2873 31.6513,-102.287 32.087,-102.2112 32.0868,-101.7761 32.0869,-101.7758 31.6513))",31.8364,-102.0316,62126.00,48329,48,11.8023,0.72775,10.46217,13.31457,Small Metro,7,900,208,32.7,16.5,14,557.5,55,7.9,140.00,15,33,8,0.07680,5.9,45.5
Milam,0.17,"24,754",4208.18,207,6.06%,0.0701,7.97%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-17%,-0.59,"POLYGON((-97.3155 30.7524,-97.2591 30.8896,-97.0702 30.9862,-96.8287 31.111,-96.8291 31.1059,-96.7464 30.9931,-96.771 30.9722,-96.7563 30.9272,-96.7264 30.8987,-96.6984 30.9088,-96.6949 30.8645,-96.6413 30.8181,-96.6443 30.7788,-96.6126 30.7595,-96.6214 30.7307,-96.9638 30.5571,-97.1552 30.4573,-97.2714 30.7357,-97.3155 30.7524))",30.7849,-96.9758,62484.00,48331,48,11.15355,1.60887,8.44225,14.73683,Noncore,7,"1,016",26,42.1,24.1,16,526.3,45,9.9,116.00,15,32,11,0.07970,8.8,62.0
Mills,0.16,"4,456",712.96,19,2.90%,0.0482,7.53%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-17%,-0.81,"POLYGON((-98.9916 31.4842,-98.78 31.6107,-98.7601 31.6879,-98.6684 31.7005,-98.4928 31.7236,-98.4637 31.684,-98.2711 31.4164,-98.2668 31.4105,-98.5627 31.2306,-98.6271 31.2809,-98.5983 31.2873,-98.5862 31.3224,-98.6434 31.3143,-98.6549 31.359,-98.7125 31.3474,-98.6974 31.4077,-98.7403 31.4076,-98.7794 31.3782,-98.7742 31.4126,-98.8549 31.414,-98.8695 31.4428,-98.9335 31.4375,-98.9939 31.4657,-98.9916 31.4842))",31.4778,-98.6518,62631.00,48333,48,11.34585,2.88918,7.03845,18.2908,Noncore,7,748,6,49.3,17.2,14,122.4,36,8.2,38.00,13,28,12,0.07530,0.8,79.0
Mitchell,0.21,"8,990",1887.9,40,3.16%,0.0442,6.02%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,21-22%,1.97,"POLYGON((-100.8216 32.0866,-101.184 32.0872,-101.1746 32.5241,-101.1746 32.5277,-100.6606 32.5253,-100.6654 32.0854,-100.8216 32.0866))",32.2991,-100.9214,62665.00,48335,48,10.80888,2.29094,7.2267,16.16723,Noncore,7,911,10,35.5,27.5,14,286.8,64,7.4,15.00,7,31,9,0.06020,9.8,48.5
Montague,0.18,"19,965",3593.7,149,5.78%,0.0689,7.99%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.18,"POLYGON((-97.9182 33.4339,-97.979 33.4337,-97.9789 33.4671,-97.9779 33.8899,-97.8714 33.849,-97.8343 33.8577,-97.763 33.9341,-97.7323 33.9367,-97.6877 33.9872,-97.6615 33.9908,-97.5888 33.9519,-97.5893 33.9039,-97.5609 33.8996,-97.4842 33.9154,-97.4871 33.4338,-97.9182 33.4339))",33.7131,-97.732,62676.00,48337,48,22.81265,2.68088,18.16104,28.65754,Noncore,7,931,24,42.7,21.1,16,150.6,38,9.1,163.00,14,28,11,0.07990,0.5,85.7
Montgomery,0.21,"620,443",130293.03,"4,470",6.03%,0.0621,6.39%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,20-22%,1.72,"POLYGON((-95.8043 30.2456,-95.8044 30.3378,-95.8302 30.6303,-95.5989 30.509,-95.3618 30.5089,-95.3591 30.5045,-95.308 30.4054,-95.2355 30.3784,-95.203 30.3506,-95.2256 30.3195,-95.1659 30.345,-95.0967 30.1672,-95.2631 30.033,-95.3125 30.0354,-95.3494 30.076,-95.4098 30.0925,-95.4251 30.1157,-95.4747 30.1033,-95.4998 30.1433,-95.55 30.1708,-95.5907 30.1363,-95.623 30.1362,-95.671 30.101,-95.7616 30.0863,-95.8033 30.0902,-95.8043 30.2456))",30.3293,-95.5146,62907.00,48339,48,17.07072,0.48563,16.14537,18.04939,Large Fringe Metro,7,"1,042",744,37.1,15.8,14,274.0,28,11.4,241.00,15,24,9,0.06390,4.9,66.2
Moore,0.17,"21,358",3630.86,208,4.37%,0.0506,5.75%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.24,"POLYGON((-102.163 36.0552,-101.6235 36.0554,-101.6228 35.6241,-101.6228 35.6202,-102.1628 35.62,-102.1628 35.6275,-102.163 36.0552))",35.8374,-101.8929,62964.00,48341,48,8.7674,1.48158,6.33716,12.12884,Micropolitan,7,900,24,31.6,28,17,305.5,76,6.9,30.00,18,31,9,0.05750,3.3,32.2
Morris,0.17,"11,973",2035.41,92,5.07%,0.0629,7.72%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.39,"POLYGON((-94.7199 32.9045,-94.7709 32.9274,-94.8198 32.9829,-94.8088 33.3636,-94.7747 33.3183,-94.7469 33.3289,-94.7303 33.3088,-94.6918 33.3124,-94.6523 33.2689,-94.654 32.8795,-94.7059 32.8792,-94.7199 32.9045))",33.1234,-94.7341,62988.00,48343,48,13.98129,2.39264,10.06704,19.41975,Noncore,7,252,48,42.4,26.9,16,463.4,44,9.8,129.00,13,32,13,0.07720,22.5,63.8
Motley,0.16,"1,063",170.08,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,16-17%,-0.92,"POLYGON((-101.0415 34.3124,-100.9461 34.3128,-100.5173 34.3141,-100.5187 33.8357,-101.0412 33.8336,-101.0415 34.3124))",34.0728,-100.7798,63169.00,48345,48,10.27585,3.52354,5.50996,19.16191,Noncore,7,990,1,49.1,17.9,15,,,7.0,20.00,7,28,12,,2.4,79.3
Nacogdoches,0.17,"64,653",10991.01,386,4.16%,0.0462,5.08%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-18%,-0.43,"POLYGON((-94.8658 31.527,-94.9241 31.5796,-94.9654 31.6944,-94.9664 31.7523,-94.9262 31.7619,-94.9745 31.782,-94.9371 31.8455,-94.4523 31.8443,-94.4241 31.8002,-94.4169 31.7061,-94.3989 31.6536,-94.311 31.5892,-94.3003 31.5268,-94.3209 31.445,-94.3052 31.4218,-94.3304 31.3599,-94.3159 31.3045,-94.3396 31.2633,-94.3266 31.2248,-94.383 31.2741,-94.396 31.3024,-94.4494 31.3213,-94.5022 31.4105,-94.5371 31.3986,-94.5548 31.4351,-94.6866 31.4508,-94.8074 31.4896,-94.8238 31.485,-94.8658 31.527))",31.5347,-94.5952,63450.00,48347,48,13.75113,1.19038,11.61585,16.2797,Micropolitan,7,946,70,32.1,34,17,907.7,26,9.9,187.00,19,34,13,0.05080,17.9,59.4
Navarro,0.17,"52,624",8946.08,411,5.37%,0.0595,6.52%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.37,"POLYGON((-96.7191 31.8149,-96.8962 32.074,-96.6253 32.2066,-96.3831 32.3289,-96.2888 32.2933,-96.2855 32.2554,-96.2353 32.251,-96.1925 32.2036,-96.1554 32.215,-96.1665 32.1584,-96.1029 32.1505,-96.1177 32.0946,-96.1053 32.0754,-96.0674 32.086,-96.0548 32.0125,-96.4967 31.7962,-96.7191 31.8149))",32.0628,-96.4755,64084.00,48349,48,11.91041,1.24592,9.71822,14.59788,Micropolitan,7,"1,010",57,36.1,29.4,17,507.0,62,10.2,203.00,17,28,11,0.06520,12.8,56.2
Newton,0.18,"12,217",2199.06,60,3.57%,0.0468,6.02%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.27,"POLYGON((-93.9015 30.2427,-93.8752 30.6721,-93.8657 30.9472,-93.9111 31.1581,-93.6003 31.1762,-93.5526 31.1856,-93.5394 31.1152,-93.5632 31.097,-93.5276 31.0745,-93.5089 31.0293,-93.5563 31.0041,-93.5684 30.9691,-93.5321 30.9579,-93.5263 30.9297,-93.5586 30.9132,-93.5586 30.8688,-93.5536 30.8351,-93.6148 30.756,-93.6077 30.7156,-93.6315 30.678,-93.6831 30.6408,-93.6788 30.5986,-93.7275 30.5747,-93.7338 30.5317,-93.6978 30.4438,-93.7417 30.4023,-93.7623 30.3537,-93.7421 30.301,-93.7047 30.2899,-93.707 30.2437,-93.9015 30.2427))",30.7161,-93.745,64203.00,48351,48,23.12996,3.12098,17.81649,30.03046,Noncore,7,934,13,46.3,39.3,17,293.2,42,9.5,54.00,5,31,12,0.06020,20.0,73.0
Nolan,0.18,"14,738",2652.84,99,4.00%,0.0492,5.99%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-19%,0,"POLYGON((-100.6654 32.0854,-100.6606 32.5253,-100.1465 32.5228,-100.1519 32.0826,-100.2351 32.0824,-100.6654 32.0854))",32.3092,-100.4063,64553.00,48353,48,15.59163,2.42019,11.56219,21.0278,Micropolitan,7,912,15,39.1,35.1,16,661.9,69,7.6,87.00,13,31,11,0.05990,4.4,55.2
Nueces,0.19,"353,178",67103.82,"3,151",6.48%,0.0671,6.95%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.39,"MULTIPOLYGON(((-97.2472 27.5815,-97.1964 27.6837,-97.0925 27.8114,-97.0446 27.8344,-97.1504 27.7027,-97.2227 27.5765,-97.2472 27.5815)),((-97.9421 27.6359,-97.9336 27.777,-97.9343 27.8852,-97.7985 27.9956,-97.8096 27.9416,-97.6911 27.9174,-97.6753 27.8825,-97.6383 27.8656,-97.6096 27.8904,-97.5895 27.8561,-97.5281 27.8474,-97.3829 27.8387,-97.3617 27.7351,-97.245 27.6931,-97.3248 27.561,-97.8414 27.5584,-97.8884 27.62,-97.9421 27.6359)))",27.7778,-97.6629,64574.00,48355,48,22.64387,0.68401,21.34284,24.02463,Medium Metro,7,839,422,37.3,26.7,14,734.2,44,9.9,197.00,18,34,12,0.06950,3.5,29.4
Ochiltree,0.20,"10,015",2003,57,2.68%,0.0354,4.58%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,19-21%,1.03,"POLYGON((-101.0857 36.0576,-101.0852 36.4992,-100.9541 36.4996,-100.5461 36.4993,-100.5467 36.0565,-101.0857 36.0576))",36.2819,-100.8158,64671.00,48357,48,9.19917,2.05012,6.032,14.02869,Noncore,7,918,11,32.8,30.6,15,279.1,61,7.1,19.00,14,30,10,0.04580,0.5,42.8
Oldham,0.19,"1,758",334.02,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,18-20%,0.62,"POLYGON((-103.0424 35.1831,-103.0416 35.6225,-102.1628 35.6275,-102.1628 35.62,-102.1675 35.1832,-102.6119 35.1869,-103.0424 35.1831))",35.4003,-102.6039,64762.00,48359,48,15.68856,4.00991,9.71702,25.33366,Noncore,7,"1,501",1,42.1,24.7,16,,23,6.1,10.00,12,29,10,,3.3,77.8
Orange,0.21,"84,808",17809.68,600,4.98%,0.0541,5.85%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,20-22%,1.73,"POLYGON((-94.1176 30.2417,-93.9015 30.2427,-93.707 30.2437,-93.721 30.2104,-93.6928 30.1352,-93.7328 30.0829,-93.6994 30.0603,-93.7225 30.0509,-93.7551 30.0153,-93.8717 29.981,-93.9311 29.9911,-93.9575 30.0118,-94.032 30.028,-94.0316 30.0607,-94.0935 30.0837,-94.0744 30.1121,-94.1158 30.1609,-94.0948 30.2032,-94.1176 30.2417))",30.1075,-93.8955,65314.00,48361,48,33.68338,1.68226,30.54758,37.1421,Medium Metro,7,334,261,37.5,22.3,18,282.5,47,9.8,205.00,13,34,12,0.05850,8.6,80.7
Palo Pinto,0.18,"28,409",5113.62,194,4.73%,0.0551,6.28%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.09,"POLYGON((-98.4752 32.513,-98.5763 32.5152,-98.5756 32.9543,-98.4272 32.9523,-98.4266 33.0079,-98.0561 33.0033,-98.0668 32.5588,-98.0685 32.5116,-98.4752 32.513))",32.7706,-98.3186,65386.00,48363,48,18.45182,2.01155,14.92939,22.80688,Micropolitan,7,953,32,41.2,26.9,17,362.1,54,9.1,185.00,18,30,11,0.06280,2.3,75.2
Panola,0.18,"22,491",4048.38,127,3.81%,0.0461,5.41%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.24,"POLYGON((-94.0156 31.9799,-94.5114 31.974,-94.6 31.9732,-94.6015 32.0799,-94.5807 32.1593,-94.5803 32.2013,-94.5307 32.2719,-94.4934 32.3565,-94.4918 32.3944,-94.4399 32.362,-94.3858 32.367,-94.3476 32.3307,-94.0429 32.3923,-94.0426 32.196,-94.0427 31.9993,-94.0156 31.9799))",32.1837,-94.3114,65420.00,48365,48,12.9158,1.79585,9.87204,16.89924,Noncore,7,811,28,41.1,21.1,16,357.7,45,10.0,208.00,11,34,12,0.05410,15.6,73.2
Parker,0.21,"148,222",31126.62,"1,040",6.45%,0.0686,7.28%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,20-22%,1.77,"POLYGON((-98.0668 32.5588,-98.0561 33.0033,-97.9216 33.0013,-97.5442 32.9942,-97.5506 32.5554,-97.6171 32.5555,-98.0668 32.5588))",32.7816,-97.8046,65441.00,48367,48,14.98868,0.89999,13.32858,16.85614,Large Fringe Metro,7,904,209,39.5,13.6,14,279.3,27,10.0,199.00,13,31,9,0.07280,1.4,83.6
Parmer,0.18,"9,869",1776.42,65,3.24%,0.042,5.36%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.11,"POLYGON((-103.0438 34.3128,-103.0428 34.7474,-102.5252 34.7469,-102.5256 34.313,-102.6152 34.3129,-103.0438 34.3128))",34.5279,-102.7843,65765.00,48369,48,7.70617,1.80172,4.95563,11.97989,Noncore,7,881,11,35.5,21.5,16,359.0,47,7.0,17.00,13,32,10,0.05360,1.1,34.2
Pecos,0.20,"15,193",3038.6,88,3.43%,0.0428,5.27%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,19-21%,1.06,"POLYGON((-103.5851 30.7665,-103.0111 31.3713,-102.9338 31.35,-102.8249 31.2671,-102.7674 31.2938,-102.6764 31.3268,-102.5788 31.2717,-102.5206 31.2629,-102.456 31.2231,-102.4287 31.1899,-102.4284 31.1251,-102.3891 31.0872,-102.3297 31.0681,-102.2788 31.0331,-102.2022 31.0308,-102.1394 30.9948,-102.0795 30.9869,-102.0317 30.9988,-101.9922 30.9891,-101.8745 30.9122,-101.8911 30.8909,-101.8603 30.8737,-101.8159 30.7517,-101.8099 30.7021,-101.7685 30.6534,-102.1378 30.656,-102.1384 30.5975,-102.343 30.5988,-102.3431 30.2841,-102.5669 30.2833,-102.5668 30.0527,-102.8818 30.2755,-103.44 30.6659,-103.5851 30.7665))",30.7143,-102.6595,65814.00,48371,48,8.93849,1.60965,6.33038,12.62015,Noncore,7,"4,764",3,36.4,34.1,14,345.6,72,7.0,68.00,12,32,10,0.05270,3.6,25.6
Polk,0.17,"50,123",8520.91,232,3.95%,0.0454,5.12%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.21,"POLYGON((-95.2002 30.8246,-94.9391 31.042,-94.8428 31.1467,-94.7381 31.1036,-94.6143 31.0851,-94.5617 31.0591,-94.658 31.012,-94.5457 30.527,-94.5379 30.4911,-94.7327 30.4901,-94.8494 30.4936,-94.8674 30.5108,-94.8304 30.5416,-94.9403 30.5595,-94.9657 30.5766,-95.0286 30.5785,-95.0085 30.6061,-95.0546 30.6802,-95.1048 30.6579,-95.1096 30.6927,-95.1354 30.6938,-95.1448 30.744,-95.1312 30.7817,-95.2002 30.8246))",30.8186,-94.897,65907.00,48373,48,23.68062,1.82189,20.37903,27.51829,Noncore,7,"1,057",53,43.4,27.1,17,321.5,55,9.9,164.00,15,34,12,0.05120,10.0,70.9
Potter,0.18,"118,525",21334.5,"1,203",6.23%,0.066,6.98%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.23,"POLYGON((-101.6229 35.1831,-102.1675 35.1832,-102.1628 35.62,-101.6228 35.6202,-101.6229 35.1831))",35.3994,-101.8943,66521.00,48375,48,17.8178,1.01916,15.93229,19.92711,Small Metro,7,908,126,35.1,34,18,802.9,67,7.5,63.00,21,35,10,0.06980,9.8,44.1
Presidio,0.13,"6,131",797.03,47,3.21%,0.0437,5.81%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,13-14%,-2.56,"POLYGON((-104.8694 30.4773,-104.8824 30.5323,-104.919 30.5977,-104.9721 30.6103,-104.98 30.6291,-103.9011 30.4122,-103.8007 30.4125,-103.7984 30.3035,-103.7974 29.8647,-103.7928 29.5002,-103.7927 29.2623,-103.8147 29.2738,-103.9696 29.2978,-104.0199 29.3121,-104.1065 29.3731,-104.163 29.3919,-104.2175 29.4559,-104.209 29.481,-104.2642 29.514,-104.3381 29.52,-104.4006 29.573,-104.4669 29.6096,-104.5442 29.6816,-104.5661 29.7714,-104.6295 29.8523,-104.6825 29.9348,-104.674 29.9567,-104.7063 30.0497,-104.6879 30.0739,-104.6966 30.1344,-104.6872 30.179,-104.7068 30.2354,-104.7632 30.2744,-104.7735 30.3027,-104.8226 30.3503,-104.8163 30.3743,-104.8595 30.3911,-104.8694 30.4773))",29.9461,-104.2391,66721.00,48377,48,7.59778,1.70937,4.96114,11.62827,Noncore,7,"3,855",1,39,42.4,16,349.0,73,5.9,11.00,11,28,12,0.05810,0.9,11.8
Rains,0.19,"12,164",2311.16,80,5.92%,0.0746,9.29%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.39,"POLYGON((-95.9344 32.8372,-95.9873 32.8764,-95.9453 32.9799,-95.8625 32.9796,-95.6677 32.9796,-95.6654 32.9604,-95.6352 32.7203,-95.6593 32.7114,-95.7027 32.7422,-95.7947 32.776,-95.8522 32.7716,-95.9224 32.8156,-95.9344 32.8372))",32.8458,-95.8013,66751.00,48379,48,14.10525,2.47469,10.07594,19.74787,Noncore,7,229,58,47.3,20.3,14,250.9,32,10.0,225.00,17,30,14,0.09290,2.3,85.5
Randall,0.21,"140,753",29558.13,"1,042",5.94%,0.0633,6.71%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,20-22%,1.8,"POLYGON((-102.1688 34.7466,-102.1675 35.1832,-101.6229 35.1831,-101.6293 34.7476,-101.9985 34.7482,-102.1688 34.7466))",34.9643,-101.8967,66887.00,48381,48,12.95449,0.83319,11.42444,14.69,Small Metro,7,913,167,37,17,14,183.5,27,7.5,99.00,12,26,9,0.06710,3.0,71.6
Reagan,0.18,"3,385",609.3,32,3.63%,0.0531,7.49%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-19%,0.13,"POLYGON((-101.7762 31.0798,-101.7758 31.6513,-101.2671 31.6509,-101.2676 31.5565,-101.2679 31.5287,-101.2748 31.0794,-101.7762 31.0798))",31.3693,-101.523,67092.00,48383,48,16.49248,4.04161,10.40405,26.15274,Noncore,7,"1,175",3,35.3,22.8,16,448.3,64,7.2,35.00,14,29,9,0.07490,2.4,27.1
Real,0.15,"2,758",413.7,19,3.46%,0.0574,8.96%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,15-16%,-1.43,"POLYGON((-100.0142 29.6235,-100.0183 29.6776,-100.0641 29.7109,-100.0257 29.724,-100.0363 29.7759,-100.0126 29.7957,-100.0344 29.844,-100.0023 29.8968,-99.9897 30.0257,-99.973 30.0246,-99.9676 30.0824,-99.918 30.0736,-99.7576 30.0741,-99.6899 30.0739,-99.6912 29.9086,-99.6009 29.9077,-99.6031 29.6272,-100.0142 29.6235))",29.853,-99.8126,67112.00,48385,48,8.74758,2.43316,5.21304,14.67741,Noncore,7,699,4,52.3,31.5,15,121.0,40,7.5,3.00,10,29,13,0.08960,0.7,68.9
Red River,0.16,"11,587",1853.92,67,4.13%,0.0533,6.76%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,15-17%,-0.97,"POLYGON((-95.3086 33.3807,-95.3105 33.8772,-95.2822 33.8759,-95.2714 33.9126,-95.2194 33.9616,-95.1559 33.9368,-95.1296 33.9367,-95.1176 33.9046,-95.0824 33.8799,-95.0601 33.9019,-95.049 33.8641,-94.9689 33.8609,-94.9535 33.8165,-94.9233 33.8087,-94.9115 33.7784,-94.8493 33.7396,-94.8234 33.7692,-94.8023 33.7328,-94.7713 33.7607,-94.7461 33.703,-94.7469 33.3289,-94.7747 33.3183,-94.8088 33.3636,-94.8898 33.395,-94.913 33.3845,-95.0933 33.3976,-95.1255 33.3895,-95.2561 33.3677,-95.3053 33.3787,-95.3086 33.3807))",33.6418,-95.0283,67115.00,48387,48,14.44912,2.3526,10.56462,19.76347,Noncore,7,"1,044",11,46.3,30.1,16,337.2,46,9.8,201.00,14,38,15,0.06760,16.4,73.0
Reeves,0.19,"14,748",2802.12,103,4.25%,0.0527,6.28%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-20%,0.73,"POLYGON((-103.5851 30.7665,-104.1024 31.1052,-104.0245 32,-103.9802 32.0001,-103.9519 31.9874,-103.885 31.8677,-103.8403 31.889,-103.8132 31.846,-103.7967 31.7701,-103.7534 31.7407,-103.6917 31.7478,-103.6691 31.7154,-103.6251 31.7044,-103.6107 31.6518,-103.5626 31.6329,-103.531 31.6421,-103.5045 31.6003,-103.5041 31.515,-103.489 31.4563,-103.4467 31.4245,-103.3935 31.4313,-103.3358 31.4138,-103.2612 31.4271,-103.2449 31.3894,-103.1812 31.3703,-103.0654 31.3661,-103.0523 31.3851,-103.0111 31.3713,-103.5851 30.7665))",31.3853,-103.6537,67573.00,48389,48,17.23697,2.65518,12.81035,23.19536,Micropolitan,7,"2,635",5,33.6,35.4,16,488.7,83,6.7,25.00,10,30,8,0.06280,4.7,17.9
